NHMNL5,NHMNL10,Dates,SP5,SP10,Price
0.29,0.84,06/01/00,0.01,0.04,1403.449951
0.66,0.95,07/01/00,0.21,0.25,1441.469971
0.92,0.99,10/01/00,0.97,0.41,1457.599976
0.77,0.78,11/01/00,0.89,0.2,1438.560059
0.46,0.55,12/01/00,0.74,0.18,1432.25
0.53,0.5,13/01/00,0.52,0.24,1449.680054
0.53,0.78,14/01/00,0.52,0.55,1465.150024
0.64,0.89,18/01/00,0.64,0.89,1455.140015
0.67,0.79,19/01/00,0.69,0.86,1455.900024
0.29,0.49,20/01/00,0.39,0.75,1445.569946
0.24,0.36,21/01/00,0.19,0.44,1441.359985
0.24,0.19,24/01/00,0.08,0.04,1401.530029
0.09,0.13,25/01/00,0.09,0.21,1410.030029
0.29,0.35,26/01/00,0.1,0.23,1404.089966
0.29,0.21,27/01/00,0.1,0.1,1398.560059
0.25,0.07,28/01/00,0.12,0,1360.160034
0.47,0.11,31/01/00,0.23,0.04,1394.459961
0.46,0.23,01/02/00,0.49,0.15,1409.280029
0.47,0.34,02/02/00,0.59,0.18,1409.119995
0.87,0.53,03/02/00,0.98,0.32,1424.969971
0.87,0.72,04/02/00,0.81,0.63,1424.369995
0.66,0.77,07/02/00,0.64,0.6,1424.23999
0.78,0.8,08/02/00,0.83,0.7,1441.719971
0.25,0.49,09/02/00,0.23,0.56,1411.709961
0.08,0.42,10/02/00,0.31,0.9,1416.829956
0.15,0.44,11/02/00,0.13,0.39,1387.119995
0.06,0.28,14/02/00,0.09,0.3,1389.939941
0.34,0.41,15/02/00,0.29,0.39,1402.050049
0.77,0.3,16/02/00,0.15,0.15,1387.670044
0.7,0.26,17/02/00,0.43,0.16,1388.26001
0.28,0.1,18/02/00,0.09,0.01,1346.089966
0.36,0.12,22/02/00,0.08,0.01,1352.170044
0.23,0.28,23/02/00,0.17,0.12,1360.689941
0.08,0.21,24/02/00,0.15,0.04,1353.430054
0.71,0.52,25/02/00,0.28,0.09,1333.359985
0.43,0.56,28/02/00,0.39,0.15,1348.050049
0.83,0.71,29/02/00,0.49,0.19,1366.420044
0.99,0.72,01/03/00,0.74,0.39,1379.189941
0.84,0.7,02/03/00,0.95,0.42,1381.76001
0.88,0.93,03/03/00,0.97,0.92,1409.170044
0.54,0.79,06/03/00,0.73,0.72,1391.280029
0.11,0.46,07/03/00,0.22,0.43,1355.619995
0.14,0.8,08/03/00,0.25,0.58,1366.699951
0.22,0.73,09/03/00,0.34,0.93,1401.689941
0.43,0.79,10/03/00,0.46,0.79,1395.069946
0.53,0.21,13/03/00,0.77,0.59,1383.619995
0.74,0.3,14/03/00,0.29,0.26,1359.150024
0.5,0.4,15/03/00,0.27,0.52,1392.140015
0.73,0.6,16/03/00,0.97,0.81,1458.469971
0.91,0.71,17/03/00,1,0.95,1464.469971
0.83,0.92,20/03/00,1,0.99,1456.630005
0.8,0.92,21/03/00,1,1,1493.869995
0.64,0.84,22/03/00,0.88,0.97,1500.640015
0.69,0.85,23/03/00,0.93,1,1527.349976
0.7,0.94,24/03/00,0.96,1,1527.459961
0.66,0.86,27/03/00,0.82,1,1523.859985
0.4,0.78,28/03/00,0.52,0.96,1507.72998
0.27,0.49,29/03/00,0.19,0.78,1508.52002
0.34,0.58,30/03/00,0.11,0.58,1487.920044
0.44,0.5,31/03/00,0.16,0.71,1498.579956
0.62,0.58,03/04/00,0.43,0.5,1505.969971
0.45,0.36,04/04/00,0.25,0.37,1494.72998
0.31,0.28,05/04/00,0.46,0.12,1487.369995
0.54,0.36,06/04/00,0.5,0.23,1501.339966
0.5,0.45,07/04/00,0.61,0.36,1516.349976
0.68,0.59,10/04/00,0.61,0.42,1504.459961
0.6,0.47,11/04/00,0.66,0.36,1500.589966
0.51,0.47,12/04/00,0.14,0.25,1467.170044
0.39,0.44,13/04/00,0,0.05,1440.51001
0.14,0.18,14/04/00,0,0,1356.560059
0.13,0.22,17/04/00,0.01,0.02,1401.439941
0.27,0.47,18/04/00,0.2,0.14,1441.609985
0.49,0.42,19/04/00,0.34,0.05,1427.469971
0.76,0.45,20/04/00,0.97,0.04,1434.540039
0.82,0.37,24/04/00,0.8,0.06,1429.859985
0.64,0.57,25/04/00,0.85,0.31,1477.439941
0.6,0.54,26/04/00,0.83,0.48,1460.98999
0.46,0.53,27/04/00,0.81,0.7,1464.920044
0.68,0.81,28/04/00,0.7,0.93,1452.430054
0.7,0.89,01/05/00,0.35,0.9,1468.25
0.49,0.67,02/05/00,0.28,0.55,1446.290039
0.44,0.51,03/05/00,0.09,0.39,1415.099976
0.33,0.5,04/05/00,0.12,0.3,1409.569946
0.34,0.66,05/05/00,0.18,0.54,1432.630005
0.53,0.59,08/05/00,0.27,0.14,1424.170044
0.58,0.44,09/05/00,0.45,0.17,1412.140015
0.26,0.38,10/05/00,0.23,0.04,1383.050049
0.39,0.45,11/05/00,0.26,0.21,1407.810059
0.51,0.39,12/05/00,0.47,0.19,1420.959961
0.76,0.67,15/05/00,0.88,0.59,1452.359985
0.78,0.64,16/05/00,0.98,0.84,1466.040039
0.38,0.51,17/05/00,0.86,0.72,1447.800049
0.36,0.42,18/05/00,0.67,0.58,1437.209961
0.08,0.27,19/05/00,0.11,0.42,1406.949951
0.1,0.26,22/05/00,0.04,0.46,1400.719971
0.33,0.53,23/05/00,0.03,0.47,1373.859985
0.16,0.24,24/05/00,0.2,0.48,1399.050049
0.63,0.31,25/05/00,0.29,0.25,1381.52002
0.69,0.18,26/05/00,0.34,0.08,1378.02002
0.77,0.46,30/05/00,0.89,0.24,1422.449951
0.92,0.68,31/05/00,0.7,0.35,1420.599976
0.84,0.67,01/06/00,0.94,0.68,1448.810059
0.95,0.85,02/06/00,0.99,0.91,1477.26001
0.66,0.81,05/06/00,0.86,0.89,1467.630005
0.41,0.73,06/06/00,0.82,0.92,1457.839966
0.4,0.8,07/06/00,0.69,0.9,1471.359985
0.16,0.66,08/06/00,0.34,0.91,1461.670044
0.48,0.74,09/06/00,0.42,0.9,1456.949951
0.57,0.63,12/06/00,0.42,0.7,1446
0.54,0.48,13/06/00,0.54,0.78,1469.439941
0.79,0.64,14/06/00,0.62,0.68,1470.540039
0.44,0.29,15/06/00,0.69,0.56,1478.72998
0.39,0.42,16/06/00,0.67,0.55,1464.459961
0.4,0.47,19/06/00,0.66,0.72,1486
0.17,0.46,20/06/00,0.56,0.57,1475.949951
0.3,0.41,21/06/00,0.51,0.66,1479.130005
0.63,0.54,22/06/00,0.36,0.5,1452.180054
0.21,0.32,23/06/00,0.09,0.5,1441.47998
0.36,0.4,26/06/00,0.28,0.35,1455.310059
0.66,0.33,27/06/00,0.19,0.31,1450.550049
0.36,0.49,28/06/00,0.55,0.28,1454.819946
0.83,0.64,29/06/00,0.54,0.3,1442.390015
0.6,0.49,30/06/00,0.52,0.25,1454.599976
0.62,0.6,03/07/00,0.7,0.48,1469.540039
0.73,0.72,05/07/00,0.43,0.25,1446.22998
0.5,0.57,06/07/00,0.66,0.59,1456.670044
0.73,0.75,07/07/00,0.74,0.74,1478.900024
0.73,0.75,10/07/00,0.59,0.68,1475.619995
0.54,0.63,11/07/00,0.81,0.73,1480.880005
0.63,0.7,12/07/00,0.82,0.74,1492.920044
0.57,0.55,13/07/00,0.65,0.82,1495.839966
0.3,0.67,14/07/00,0.79,0.82,1509.97998
0.45,0.57,17/07/00,0.75,0.74,1510.48999
0.11,0.3,18/07/00,0.47,0.76,1493.73999
0.13,0.31,19/07/00,0.27,0.66,1481.959961
0.19,0.37,20/07/00,0.27,0.58,1495.569946
0.26,0.29,21/07/00,0.13,0.49,1480.189941
0.61,0.35,24/07/00,0.14,0.28,1464.290039
0.59,0.29,25/07/00,0.4,0.27,1474.469971
0.39,0.3,26/07/00,0.08,0.14,1452.420044
0.46,0.33,27/07/00,0.14,0.07,1449.619995
0.15,0.2,28/07/00,0.08,0.02,1419.890015
0.68,0.63,31/07/00,0.09,0.08,1430.829956
0.81,0.71,01/08/00,0.32,0.16,1438.099976
0.69,0.62,02/08/00,0.38,0.11,1438.699951
0.78,0.46,03/08/00,0.79,0.24,1452.560059
0.65,0.63,04/08/00,0.78,0.51,1462.930054
0.66,0.75,07/08/00,0.87,0.58,1479.319946
0.72,0.74,08/08/00,0.88,0.72,1482.800049
0.84,0.65,09/08/00,0.67,0.66,1472.869995
0.54,0.78,10/08/00,0.45,0.77,1460.25
0.36,0.63,11/08/00,0.43,0.79,1471.839966
0.8,0.73,14/08/00,0.59,0.86,1491.560059
0.5,0.56,15/08/00,0.63,0.81,1484.430054
0.51,0.64,16/08/00,0.71,0.71,1479.849976
0.48,0.58,17/08/00,0.77,0.75,1496.069946
0,0.14,18/08/00,0.51,0.62,1491.719971
0.28,0.33,21/08/00,0.66,0.64,1499.47998
0.34,0.39,22/08/00,0.69,0.72,1498.130005
0.23,0.44,23/08/00,0.6,0.85,1505.969971
0.91,0.37,24/08/00,0.67,0.78,1508.310059
0.37,0.16,25/08/00,0.55,0.62,1506.449951
0.7,0.53,28/08/00,0.64,0.74,1514.089966
0.34,0.37,29/08/00,0.51,0.74,1509.839966
0.5,0.37,30/08/00,0.4,0.57,1502.589966
0.93,0.9,31/08/00,0.59,0.7,1517.680054
0.72,0.71,01/09/00,0.54,0.63,1520.77002
0.88,0.67,05/09/00,0.43,0.55,1507.079956
0.92,0.79,06/09/00,0.35,0.34,1492.25
0.22,0.64,07/09/00,0.25,0.4,1502.51001
0.4,0.71,08/09/00,0.17,0.34,1494.5
0.88,0.81,11/09/00,0.23,0.23,1489.26001
0.48,0.82,12/09/00,0.35,0.19,1481.98999
0.41,0.61,13/09/00,0.23,0.28,1484.910034
0.39,0.32,14/09/00,0.3,0.15,1480.869995
0.03,0.29,15/09/00,0.19,0.06,1465.810059
0,0.06,18/09/00,0.1,0.04,1444.51001
0,0.03,19/09/00,0.19,0.18,1459.900024
0,0.04,20/09/00,0.14,0.09,1451.339966
0.04,0.05,21/09/00,0.28,0.12,1449.050049
0.12,0.01,22/09/00,0.58,0.17,1448.719971
0.81,0.06,25/09/00,0.25,0.17,1439.030029
0.9,0.12,26/09/00,0.21,0.06,1427.209961
0.78,0.09,27/09/00,0.23,0.09,1426.569946
1,0.48,28/09/00,0.64,0.43,1458.290039
0.97,0.84,29/09/00,0.48,0.42,1436.51001
0.84,0.86,02/10/00,0.63,0.29,1436.22998
0.81,0.87,03/10/00,0.49,0.26,1426.459961
0.07,0.62,04/10/00,0.18,0.35,1434.319946
0.08,0.73,05/10/00,0.48,0.37,1436.280029
0.06,0.21,06/10/00,0.14,0.21,1408.98999
0.09,0.23,09/10/00,0.18,0.25,1402.030029
0.18,0.2,10/10/00,0.02,0.16,1387.02002
0.75,0.24,11/10/00,0.01,0,1364.589966
0.05,0,12/10/00,0,0,1329.780029
0.13,0.03,13/10/00,0.15,0.06,1374.170044
0.55,0.13,16/10/00,0.36,0.12,1374.619995
0,0.05,17/10/00,0.31,0.03,1349.969971
0.12,0.01,18/10/00,0.71,0.01,1342.130005
0.94,0.56,19/10/00,0.72,0.36,1388.76001
0.72,0.65,20/10/00,0.85,0.49,1396.930054
1,0.75,23/10/00,0.98,0.59,1395.780029
1,0.2,24/10/00,0.99,0.81,1398.130005
0.55,0.95,25/10/00,0.2,0.82,1364.900024
0.24,0.81,26/10/00,0.08,0.44,1364.439941
0.67,0.81,27/10/00,0.29,0.59,1379.579956
0.96,0.99,30/10/00,0.57,0.94,1398.660034
0.97,1,31/10/00,1,1,1429.400024
0.95,0.86,01/11/00,0.99,0.82,1421.219971
0.85,0.88,02/11/00,0.97,0.81,1428.319946
0.47,0.8,03/11/00,0.87,0.81,1426.689941
0.43,0.88,06/11/00,0.57,0.85,1432.189941
0.41,0.82,07/11/00,0.68,0.99,1431.869995
0.5,0.93,08/11/00,0.26,0.91,1409.280029
0.21,0.52,09/11/00,0.16,0.67,1400.140015
0.14,0.23,10/11/00,0.02,0.23,1365.97998
0.13,0.07,13/11/00,0,0.05,1351.26001
0.24,0.5,14/11/00,0.19,0.22,1382.949951
0.56,0.25,15/11/00,0.43,0.22,1389.810059
0.37,0.17,16/11/00,0.63,0.13,1372.319946
0.89,0.27,17/11/00,0.77,0.06,1367.719971
0.12,0.15,20/11/00,0.08,0.04,1342.619995
0.2,0.11,21/11/00,0.08,0.11,1347.349976
0.21,0.18,22/11/00,0.04,0.07,1322.359985
0.34,0.56,24/11/00,0.22,0.39,1341.77002
0.94,0.83,27/11/00,0.63,0.53,1348.969971
0.68,0.3,28/11/00,0.43,0.21,1336.089966
0.68,0.25,29/11/00,0.82,0.21,1341.930054
0.07,0.13,30/11/00,0.19,0.15,1314.949951
0.36,0.49,01/12/00,0.12,0.2,1315.22998
0.54,0.69,04/12/00,0.46,0.47,1324.969971
0.97,0.94,05/12/00,0.93,0.77,1376.540039
0.99,0.95,06/12/00,0.93,0.77,1351.459961
0.63,0.61,07/12/00,0.89,0.6,1343.550049
0.99,0.96,08/12/00,0.95,0.72,1369.890015
0.93,0.97,11/12/00,0.61,0.93,1380.199951
0.35,0.89,12/12/00,0.83,0.79,1371.180054
0.56,0.95,13/12/00,0.77,0.94,1359.98999
0.02,0.54,14/12/00,0.16,0.73,1340.930054
0.02,0.63,15/12/00,0.03,0.49,1312.150024
0.82,0.65,18/12/00,0.06,0.2,1322.73999
0.83,0.6,19/12/00,0.05,0.25,1305.599976
0.21,0.2,20/12/00,0.02,0.05,1264.73999
0.29,0.02,21/12/00,0.13,0.01,1274.859985
0.32,0.14,22/12/00,0.36,0.09,1305.949951
0.84,0.89,26/12/00,0.68,0.16,1315.189941
1,0.99,27/12/00,0.99,0.36,1328.920044
0.99,0.98,28/12/00,0.98,0.55,1334.219971
0.95,0.99,29/12/00,0.74,0.62,1320.280029
0.33,0.6,02/01/01,0.16,0.31,1283.27002
0.35,0.96,03/01/01,0.83,0.91,1347.560059
0.49,0.99,04/01/01,0.53,0.99,1333.339966
0.09,0.95,05/01/01,0.33,0.72,1298.349976
0.61,0.75,08/01/01,0.74,0.53,1295.859985
0.06,0.32,09/01/01,0.1,0.49,1300.800049
0.1,0.05,10/01/01,0.36,0.48,1313.27002
0.36,0.08,11/01/01,0.9,0.59,1326.819946
0.2,0.03,12/01/01,0.87,0.64,1318.550049
0.58,0.46,16/01/01,0.87,0.92,1326.650024
0.61,0.06,17/01/01,0.78,0.46,1329.469971
0.32,0.06,18/01/01,0.84,0.72,1347.969971
0.39,0.17,19/01/01,0.86,0.94,1342.540039
0.2,0.13,22/01/01,0.77,0.96,1342.900024
0.31,0.44,23/01/01,0.9,0.97,1360.400024
0.47,0.39,24/01/01,0.76,0.96,1364.300049
0.68,0.35,25/01/01,0.73,0.81,1357.51001
0.74,0.58,26/01/01,0.68,0.87,1354.949951
0.73,0.63,29/01/01,0.6,0.87,1364.170044
0.78,0.55,30/01/01,0.64,0.91,1373.72998
0.9,0.9,31/01/01,0.62,0.7,1366.01001
0.87,0.91,01/02/01,0.78,0.79,1373.469971
0.64,0.93,02/02/01,0.42,0.65,1349.469971
0.35,0.59,05/02/01,0.36,0.59,1354.310059
0.21,0.69,06/02/01,0.44,0.52,1352.26001
0.25,0.56,07/02/01,0.16,0.46,1340.890015
0.19,0.49,08/02/01,0.39,0.42,1332.530029
0.32,0.21,09/02/01,0.13,0.23,1314.76001
0.54,0.44,12/02/01,0.33,0.27,1330.310059
0.68,0.22,13/02/01,0.32,0.24,1318.800049
0.45,0.13,14/02/01,0.41,0.14,1315.920044
0.43,0.13,15/02/01,0.66,0.41,1326.609985
0.09,0.14,16/02/01,0.2,0.2,1301.530029
0.09,0.15,20/02/01,0.13,0.1,1278.939941
0.22,0.13,21/02/01,0.06,0.05,1255.27002
0.08,0.08,22/02/01,0.03,0.07,1252.819946
0.2,0.07,23/02/01,0.08,0.13,1245.859985
0.38,0.11,26/02/01,0.48,0.15,1267.650024
0.64,0.09,27/02/01,0.56,0.18,1257.939941
0.76,0.21,28/02/01,0.47,0.11,1239.939941
0.68,0.15,01/03/01,0.52,0.06,1241.22998
0.64,0.53,02/03/01,0.2,0.16,1234.180054
0.67,0.52,05/03/01,0.42,0.4,1241.410034
0.76,0.67,06/03/01,0.69,0.62,1253.800049
0.9,0.92,07/03/01,0.81,0.67,1261.890015
0.86,0.95,08/03/01,0.89,0.69,1264.73999
0.6,0.67,09/03/01,0.49,0.38,1233.420044
0.1,0.22,12/03/01,0.03,0.1,1180.160034
0.03,0.21,13/03/01,0.06,0.33,1197.660034
0,0.12,14/03/01,0,0.11,1166.709961
0.09,0.2,15/03/01,0.09,0.19,1173.560059
0.26,0.06,16/03/01,0.25,0.01,1150.530029
0.62,0.14,19/03/01,0.28,0.05,1170.810059
0.94,0.2,20/03/01,0.33,0,1142.619995
0.17,0.02,21/03/01,0.12,0,1122.140015
0.45,0.06,22/03/01,0.23,0.02,1117.579956
0.37,0.44,23/03/01,0.26,0.39,1139.829956
0.32,0.71,26/03/01,0.66,0.37,1152.689941
0.93,0.93,27/03/01,0.98,0.7,1182.170044
0.76,0.45,28/03/01,0.93,0.51,1153.290039
0.6,0.68,29/03/01,0.62,0.63,1147.949951
0.46,0.58,30/03/01,0.62,0.59,1160.329956
0.28,0.34,02/04/01,0.21,0.69,1145.869995
0.05,0.23,03/04/01,0.15,0.55,1106.459961
0.14,0.36,04/04/01,0.17,0.58,1103.25
0.54,0.64,05/04/01,0.55,0.75,1151.439941
0.31,0.29,06/04/01,0.43,0.48,1128.430054
0.95,0.28,09/04/01,0.93,0.38,1137.589966
0.95,0.75,10/04/01,1,0.77,1168.380005
0.46,0.55,11/04/01,0.72,0.78,1165.890015
0.66,0.4,12/04/01,0.96,0.81,1183.5
0.74,0.61,16/04/01,0.94,0.88,1179.680054
0.56,0.96,17/04/01,0.83,1,1191.810059
0.89,0.97,18/04/01,1,1,1238.160034
0.79,0.62,19/04/01,0.99,0.99,1253.689941
0.33,0.7,20/04/01,0.96,0.99,1242.97998
0.29,0.57,23/04/01,0.87,0.97,1224.359985
0.16,0.49,24/04/01,0.28,0.85,1209.469971
0.72,0.81,25/04/01,0.31,0.94,1228.75
0.9,0.93,26/04/01,0.49,0.91,1234.52002
0.89,0.87,27/04/01,0.83,0.95,1253.050049
0.82,0.78,30/04/01,0.9,0.91,1249.459961
0.5,0.36,01/05/01,0.89,0.72,1266.439941
0.19,0.58,02/05/01,0.86,0.62,1267.430054
0.07,0.52,03/05/01,0.49,0.58,1248.579956
0.25,0.66,04/05/01,0.71,0.82,1266.609985
0.69,0.75,07/05/01,0.5,0.9,1263.51001
0.56,0.47,08/05/01,0.48,0.76,1261.199951
0.81,0.27,09/05/01,0.55,0.69,1255.540039
0.84,0.43,10/05/01,0.44,0.56,1255.180054
0.53,0.42,11/05/01,0.35,0.53,1245.670044
0.65,0.54,14/05/01,0.43,0.41,1248.920044
0.73,0.71,15/05/01,0.49,0.4,1249.439941
0.85,0.95,16/05/01,0.83,0.79,1284.98999
0.96,0.95,17/05/01,0.92,0.7,1288.48999
0.86,0.8,18/05/01,0.92,0.73,1291.959961
0.87,0.92,21/05/01,0.96,0.89,1312.829956
0.45,0.86,22/05/01,0.76,0.89,1309.380005
0.01,0.33,23/05/01,0.5,0.75,1289.050049
0.08,0.36,24/05/01,0.51,0.85,1293.170044
0.03,0.41,25/05/01,0.14,0.69,1277.890015
0.09,0.37,29/05/01,0.11,0.61,1267.930054
0.26,0.03,30/05/01,0.12,0.27,1248.079956
0.42,0.03,31/05/01,0.15,0.29,1255.819946
0.38,0.1,01/06/01,0.34,0.3,1260.670044
0.68,0.14,04/06/01,0.52,0.21,1267.109985
0.96,0.35,05/06/01,0.87,0.32,1283.569946
0.82,0.67,06/06/01,0.64,0.37,1270.030029
0.64,0.51,07/06/01,0.69,0.42,1276.959961
0.15,0.38,08/06/01,0.5,0.45,1264.959961
0.13,0.4,11/06/01,0.22,0.45,1254.390015
0.16,0.59,12/06/01,0.38,0.56,1255.849976
0.42,0.53,13/06/01,0.16,0.44,1241.599976
0.28,0.26,14/06/01,0.09,0.26,1219.869995
0.24,0.11,15/06/01,0.13,0.19,1214.359985
0.31,0.08,18/06/01,0.08,0.1,1208.430054
0.23,0.11,19/06/01,0.27,0.19,1212.579956
0.73,0.33,20/06/01,0.62,0.2,1223.140015
0.87,0.71,21/06/01,0.78,0.37,1237.040039
0.77,0.49,22/06/01,0.74,0.37,1225.349976
0.61,0.44,25/06/01,0.63,0.33,1218.599976
0.6,0.43,26/06/01,0.52,0.41,1216.76001
0.37,0.79,27/06/01,0.31,0.58,1211.069946
0.7,0.82,28/06/01,0.61,0.69,1226.199951
1,0.94,29/06/01,0.64,0.72,1224.380005
0.78,0.81,02/07/01,0.76,0.78,1236.719971
0.39,0.57,03/07/01,0.78,0.65,1234.449951
0.26,0.28,05/07/01,0.48,0.47,1219.23999
0.01,0.21,06/07/01,0.2,0.34,1190.589966
0.09,0.39,09/07/01,0.16,0.44,1198.780029
0.29,0.28,10/07/01,0.07,0.32,1181.52002
0.17,0.11,11/07/01,0.17,0.36,1180.180054
0.72,0.23,12/07/01,0.74,0.45,1208.140015
0.81,0.08,13/07/01,0.71,0.56,1215.680054
0.66,0.2,16/07/01,0.76,0.31,1202.449951
0.85,0.45,17/07/01,0.86,0.41,1214.439941
0.56,0.52,18/07/01,0.53,0.53,1207.709961
0.68,0.86,19/07/01,0.52,0.78,1215.02002
0.47,0.67,20/07/01,0.63,0.66,1210.849976
0.38,0.61,23/07/01,0.31,0.62,1191.030029
0.25,0.6,24/07/01,0.17,0.53,1171.650024
0.13,0.45,25/07/01,0.31,0.41,1190.48999
0.48,0.4,26/07/01,0.43,0.48,1202.930054
0.63,0.6,27/07/01,0.67,0.58,1205.819946
0.86,0.62,30/07/01,0.84,0.5,1204.52002
0.89,0.77,31/07/01,0.73,0.59,1211.22998
0.75,0.43,01/08/01,0.64,0.56,1215.930054
0.67,0.74,02/08/01,0.67,0.63,1220.75
0.54,0.73,03/08/01,0.61,0.76,1214.349976
0.33,0.84,06/08/01,0.37,0.8,1200.47998
0.6,0.83,07/08/01,0.35,0.66,1204.400024
0.48,0.74,08/08/01,0.12,0.3,1183.530029
0.44,0.57,09/08/01,0.2,0.26,1183.430054
0.59,0.67,10/08/01,0.37,0.38,1190.160034
0.53,0.5,13/08/01,0.32,0.27,1191.290039
0.7,0.72,14/08/01,0.53,0.18,1186.72998
0.79,0.7,15/08/01,0.43,0.07,1178.02002
0.31,0.53,16/08/01,0.36,0.14,1181.660034
0.27,0.47,17/08/01,0.18,0.08,1161.969971
0.29,0.48,20/08/01,0.29,0.14,1171.410034
0.41,0.67,21/08/01,0.26,0.22,1157.26001
0.54,0.62,22/08/01,0.3,0.32,1165.310059
0.67,0.51,23/08/01,0.54,0.21,1162.089966
0.31,0.36,24/08/01,0.65,0.52,1184.930054
0.2,0.24,27/08/01,0.77,0.51,1179.209961
0.14,0.13,28/08/01,0.46,0.39,1161.51001
0.08,0.24,29/08/01,0.3,0.14,1148.560059
0.07,0.12,30/08/01,0,0.16,1129.030029
0.27,0.21,31/08/01,0.03,0.08,1133.579956
0.54,0.19,04/09/01,0.21,0.28,1132.939941
0.12,0.04,05/09/01,0.29,0.14,1131.73999
0.11,0.01,06/09/01,0.26,0.02,1106.400024
0.03,0.01,07/09/01,0.02,0,1085.780029
0.01,0.01,10/09/01,0.08,0.01,1092.540039
0,0,17/09/01,0,0,1038.77002
0.01,0.01,18/09/01,0.01,0.01,1032.73999
0,0,19/09/01,0.02,0.02,1016.099976
0,0,20/09/01,0,0,984.539978
0.03,0,21/09/01,0.03,0,965.799988
1,0.2,24/09/01,0.25,0.02,1003.450012
1,0.34,25/09/01,0.55,0.07,1012.27002
0.99,0.22,26/09/01,0.87,0.09,1007.039978
1,0.3,27/09/01,0.99,0.11,1018.609985
0.87,1,28/09/01,0.96,0.71,1040.939941
0.83,0.98,01/10/01,0.91,0.75,1038.550049
0.96,1,02/10/01,0.98,0.94,1051.329956
0.97,1,03/10/01,0.99,1,1072.280029
0.8,1,04/10/01,0.89,1,1069.630005
0.73,0.85,05/10/01,0.9,0.98,1071.380005
0.67,0.9,08/10/01,0.69,0.95,1062.439941
0.37,0.91,09/10/01,0.38,0.94,1056.75
0.49,0.95,10/10/01,0.69,0.97,1080.98999
0.79,0.82,11/10/01,0.86,0.96,1097.430054
0.46,0.8,12/10/01,0.88,0.94,1091.650024
0.61,0.63,15/10/01,0.91,0.89,1089.97998
0.51,0.58,16/10/01,0.74,0.83,1097.540039
0.33,0.46,17/10/01,0.34,0.71,1077.089966
0.37,0.52,18/10/01,0.32,0.66,1068.609985
0.44,0.44,19/10/01,0.38,0.76,1073.47998
0.33,0.55,22/10/01,0.5,0.89,1089.900024
0.47,0.44,23/10/01,0.66,0.71,1084.780029
0.49,0.3,24/10/01,0.77,0.59,1085.199951
0.55,0.5,25/10/01,0.89,0.76,1100.089966
0.61,0.54,26/10/01,0.71,0.83,1104.609985
0.4,0.36,29/10/01,0.48,0.45,1078.300049
0.27,0.27,30/10/01,0.26,0.5,1059.790039
0.32,0.49,31/10/01,0.12,0.6,1059.780029
0.42,0.54,01/11/01,0.33,0.77,1084.099976
0.79,0.72,02/11/01,0.66,0.65,1087.199951
0.93,0.78,05/11/01,0.97,0.84,1102.839966
0.9,0.85,06/11/01,1,0.9,1118.859985
0.87,0.84,07/11/01,0.9,0.81,1115.800049
0.78,0.81,08/11/01,0.89,0.79,1118.540039
0.42,0.79,09/11/01,0.75,0.92,1120.310059
0.3,0.86,12/11/01,0.52,0.96,1118.329956
0.5,0.88,13/11/01,0.82,0.98,1139.089966
0.55,0.85,14/11/01,0.8,0.94,1141.209961
0.57,0.66,15/11/01,0.77,0.92,1142.23999
0.48,0.47,16/11/01,0.74,0.86,1138.650024
0.39,0.55,19/11/01,0.62,0.82,1151.060059
0.24,0.39,20/11/01,0.53,0.8,1142.660034
0.23,0.29,21/11/01,0.46,0.75,1137.030029
0.56,0.58,23/11/01,0.62,0.81,1150.339966
0.44,0.65,26/11/01,0.55,0.87,1157.420044
0.49,0.38,27/11/01,0.55,0.62,1149.5
0.42,0.21,28/11/01,0.38,0.42,1128.52002
0.2,0.32,29/11/01,0.38,0.53,1140.199951
0.28,0.49,30/11/01,0.28,0.54,1139.449951
0.27,0.33,03/12/01,0.28,0.29,1129.900024
0.79,0.54,04/12/01,0.7,0.55,1144.800049
0.94,0.87,05/12/01,0.88,0.82,1170.349976
0.86,0.78,06/12/01,0.85,0.71,1167.099976
0.72,0.47,07/12/01,0.85,0.51,1158.310059
0.18,0.35,10/12/01,0.44,0.41,1139.930054
0.07,0.44,11/12/01,0.12,0.59,1136.76001
0.07,0.34,12/12/01,0.14,0.45,1137.069946
0.15,0.31,13/12/01,0.1,0.26,1119.380005
0.25,0.32,14/12/01,0.29,0.43,1123.089966
0.77,0.39,17/12/01,0.51,0.38,1134.359985
0.91,0.22,18/12/01,0.56,0.22,1142.920044
0.7,0.14,19/12/01,0.89,0.33,1149.560059
0.77,0.38,20/12/01,0.72,0.31,1139.930054
0.39,0.52,21/12/01,0.59,0.59,1144.890015
0.47,0.79,24/12/01,0.51,0.61,1144.650024
0.85,0.91,26/12/01,0.49,0.67,1149.369995
0.81,0.86,27/12/01,0.73,0.85,1157.130005
0.88,0.9,28/12/01,0.69,0.85,1161.02002
0.8,0.81,31/12/01,0.54,0.65,1148.079956
0.16,0.41,02/01/02,0.55,0.63,1154.670044
0.44,0.76,03/01/02,0.6,0.69,1165.27002
0.72,0.86,04/01/02,0.64,0.78,1172.51001
0.43,0.81,07/01/02,0.72,0.73,1164.890015
0.65,0.53,08/01/02,0.54,0.69,1160.709961
0.64,0.54,09/01/02,0.34,0.53,1155.140015
0.13,0.32,10/01/02,0.28,0.46,1156.550049
