NHMNL5,NHMNL10,Dates,SP5,SP10,Price
0.88,0.32,11/08/03,0.73,0.2,980.590027
0.91,0.42,12/08/03,0.86,0.36,990.349976
0.9,0.31,13/08/03,0.62,0.21,984.030029
0.82,0.88,14/08/03,0.7,0.5,990.51001
0.57,0.9,15/08/03,0.62,0.46,990.669983
0.86,0.95,18/08/03,0.59,0.86,999.73999
0.93,0.98,19/08/03,0.81,0.89,1002.349976
0.84,0.93,20/08/03,0.59,0.77,1000.299988
0.96,0.97,21/08/03,0.66,0.76,1003.27002
0.47,0.91,22/08/03,0.23,0.51,993.059998
0.04,0.19,25/08/03,0.2,0.38,993.710022
0.06,0.13,26/08/03,0.31,0.51,996.72998
0.05,0.28,27/08/03,0.24,0.41,996.789978
0.24,0.72,28/08/03,0.6,0.5,1002.840027
0.97,0.63,29/08/03,0.75,0.44,1008.01001
1,0.9,02/09/03,0.9,0.62,1021.98999
1,0.98,03/09/03,0.94,0.76,1026.27002
0.86,0.4,04/09/03,0.88,0.72,1027.969971
0.38,0.45,05/09/03,0.7,0.81,1021.390015
0.17,0.96,08/09/03,0.55,0.9,1031.640015
0.01,0.89,09/09/03,0.3,0.76,1023.169983
0.05,0.33,10/09/03,0.09,0.49,1010.919983
0.1,0.11,11/09/03,0.29,0.48,1016.419983
0.07,0.08,12/09/03,0.13,0.44,1018.630005
0.27,0.02,15/09/03,0.22,0.18,1014.809998
0.73,0.01,16/09/03,0.85,0.36,1029.319946
0.82,0.11,17/09/03,0.58,0.28,1025.969971
0.92,0.54,18/09/03,0.88,0.59,1039.579956
0.91,0.3,19/09/03,0.88,0.4,1036.300049
0.28,0.18,22/09/03,0.24,0.31,1022.820007
0.45,0.82,23/09/03,0.41,0.61,1029.030029
0.18,0.77,24/09/03,0,0.19,1009.380005
0.06,0.28,25/09/03,0,0.09,1003.27002
0.28,0.17,26/09/03,0.04,0.08,996.849976
0.19,0.18,29/09/03,0.07,0.07,1006.580017
0.3,0.18,30/09/03,0.17,0.02,995.969971
0.81,0.16,01/10/03,0.77,0.09,1018.219971
0.96,0.29,02/10/03,0.89,0.13,1020.23999
0.98,0.99,03/10/03,0.87,0.52,1029.849976
0.96,0.87,06/10/03,1,0.49,1034.349976
0.88,0.91,07/10/03,0.84,0.88,1039.25
0.66,0.95,08/10/03,0.71,0.88,1033.780029
0.69,1,09/10/03,0.55,0.94,1038.72998
0.3,0.91,10/10/03,0.44,0.87,1038.060059
0.83,0.99,13/10/03,0.48,0.96,1045.349976
0.72,0.93,14/10/03,0.76,0.85,1049.47998
0.24,0.85,15/10/03,0.51,0.79,1046.76001
0.5,0.13,16/10/03,0.65,0.67,1050.069946
0.03,0.11,17/10/03,0.28,0.44,1039.319946
0.05,0.08,20/10/03,0.34,0.46,1044.680054
0.16,0.24,21/10/03,0.4,0.55,1046.030029
0.15,0,22/10/03,0.09,0.21,1030.359985
0.33,0.11,23/10/03,0.32,0.28,1033.77002
0.38,0,24/10/03,0.14,0.13,1028.910034
0.45,0.07,27/10/03,0.16,0.11,1031.130005
0.9,0.23,28/10/03,0.83,0.4,1046.790039
0.97,0.75,29/10/03,0.8,0.37,1048.109985
0.97,0.93,30/10/03,0.84,0.56,1046.939941
0.74,0.8,31/10/03,0.86,0.53,1050.709961
0.93,0.97,03/11/03,0.7,0.66,1059.02002
0.56,0.98,04/11/03,0.48,0.79,1053.25
0.14,0.85,05/11/03,0.48,0.69,1051.810059
0.63,0.93,06/11/03,0.56,0.9,1058.050049
0.38,0.95,07/11/03,0.34,0.78,1053.209961
0.1,0.25,10/11/03,0.31,0.42,1047.109985
0.14,0.05,11/11/03,0.38,0.38,1046.569946
0.26,0.1,12/11/03,0.46,0.63,1058.530029
0.18,0.49,13/11/03,0.52,0.58,1058.410034
0.79,0.1,14/11/03,0.48,0.22,1050.349976
0.43,0.02,17/11/03,0.41,0.2,1043.630005
0.25,0.15,18/11/03,0.03,0.12,1034.150024
0.12,0.08,19/11/03,0.12,0.15,1042.439941
0.07,0.02,20/11/03,0.1,0.07,1033.650024
0.55,0.22,21/11/03,0.23,0.18,1035.280029
0.76,0.8,24/11/03,0.83,0.52,1052.079956
0.86,0.69,25/11/03,0.7,0.3,1053.890015
0.93,0.55,26/11/03,0.95,0.41,1058.449951
0.9,0.36,28/11/03,0.92,0.6,1058.199951
0.99,1,01/12/03,0.84,0.87,1070.119995
0.9,0.99,02/12/03,0.72,0.95,1066.619995
0.76,0.98,03/12/03,0.55,0.79,1064.72998
0.32,0.74,04/12/03,0.68,0.97,1069.719971
0,0.73,05/12/03,0.21,0.84,1061.5
0.12,0.71,08/12/03,0.45,0.71,1069.300049
0.23,0.44,09/12/03,0.38,0.54,1060.180054
0.32,0.1,10/12/03,0.18,0.41,1059.050049
0.54,0.31,11/12/03,0.62,0.68,1071.209961
0.46,0.04,12/12/03,0.47,0.44,1074.140015
0.64,0.23,15/12/03,0.55,0.4,1068.040039
0.56,0.07,16/12/03,0.8,0.6,1075.130005
0.45,0.43,17/12/03,0.5,0.52,1076.47998
0.65,0.86,18/12/03,0.78,0.87,1089.180054
0.34,0.46,19/12/03,0.88,0.73,1088.660034
0.87,0.56,22/12/03,0.81,0.94,1092.939941
0.91,0.97,23/12/03,0.86,0.97,1096.02002
0.23,0.54,24/12/03,0.44,0.75,1094.040039
0.43,0.38,26/12/03,0.5,0.72,1095.890015
0.93,0.83,29/12/03,0.79,0.98,1109.47998
0.76,0.98,30/12/03,0.7,0.93,1109.640015
0.77,0.82,31/12/03,0.8,0.94,1111.920044
0.78,0.58,02/01/04,0.63,0.65,1108.47998
0.44,0.89,05/01/04,0.66,0.9,1122.219971
0.29,0.71,06/01/04,0.71,0.85,1123.670044
0.3,0.2,07/01/04,0.73,0.83,1126.329956
0.5,0.84,08/01/04,0.95,0.96,1131.920044
0.2,0.74,09/01/04,0.33,0.71,1121.859985
0.34,0.13,12/01/04,0.38,0.57,1127.22998
0.53,0.09,13/01/04,0.26,0.47,1121.219971
0.34,0.39,14/01/04,0.33,0.62,1130.52002
0.49,0.32,15/01/04,0.59,0.72,1132.050049
0.58,0.16,16/01/04,0.64,0.57,1139.829956
0.84,0.59,20/01/04,0.79,0.55,1138.77002
0.66,0.82,21/01/04,0.78,0.66,1147.619995
0.62,0.45,22/01/04,0.58,0.47,1143.939941
0.42,0.36,23/01/04,0.33,0.64,1141.550049
0.19,0.42,26/01/04,0.77,0.8,1155.369995
0.25,0.56,27/01/04,0.27,0.68,1144.050049
0.07,0.2,28/01/04,0.1,0.19,1128.47998
0.02,0.04,29/01/04,0.18,0.29,1134.109985
0.04,0.05,30/01/04,0.04,0.13,1131.130005
0.21,0.05,02/02/04,0.16,0.2,1135.26001
0.44,0.08,03/02/04,0.53,0.12,1136.030029
0.49,0,04/02/04,0.19,0.07,1126.52002
0.47,0.06,05/02/04,0.32,0.12,1128.589966
0.52,0.18,06/02/04,0.52,0.13,1142.76001
0.63,0.28,09/02/04,0.41,0.23,1139.810059
0.92,0.54,10/02/04,0.88,0.57,1145.540039
0.97,0.97,11/02/04,0.99,0.76,1157.76001
0.69,0.84,12/02/04,0.57,0.67,1152.109985
0.42,0.45,13/02/04,0.48,0.48,1145.810059
0.63,0.78,17/02/04,0.6,0.66,1156.98999
0.1,0.8,18/02/04,0.21,0.76,1151.819946
0.27,0.7,19/02/04,0.25,0.59,1147.060059
0.17,0.21,20/02/04,0.3,0.3,1144.109985
0.04,0.18,23/02/04,0.05,0.29,1140.98999
0.18,0.16,24/02/04,0.1,0.17,1139.089966
0.29,0.04,25/02/04,0.27,0.08,1143.670044
0.7,0.22,26/02/04,0.35,0.16,1144.910034
0.82,0.55,27/02/04,0.42,0.24,1144.939941
0.99,0.65,01/03/04,0.83,0.24,1155.969971
0.93,0.66,02/03/04,0.49,0.21,1149.099976
0.57,0.45,03/03/04,0.52,0.35,1151.030029
0.58,0.85,04/03/04,0.63,0.48,1154.869995
0.54,0.97,05/03/04,0.36,0.56,1156.859985
0.51,0.87,08/03/04,0.3,0.46,1147.199951
0.41,0.57,09/03/04,0.11,0.21,1140.579956
0.21,0.41,10/03/04,0,0,1123.890015
0.01,0.13,11/03/04,0,0,1106.780029
0.04,0.01,12/03/04,0.02,0.01,1120.569946
0.3,0.07,15/03/04,0.01,0,1104.48999
0.31,0.22,16/03/04,0.13,0.01,1110.699951
0.69,0.21,17/03/04,0.85,0.04,1123.75
0.65,0.05,18/03/04,0.41,0.04,1122.319946
0.64,0.14,19/03/04,0.52,0.03,1109.780029
0.49,0.31,22/03/04,0.1,0,1095.400024
0.37,0.38,23/03/04,0.03,0.08,1093.949951
0.4,0.55,24/03/04,0.02,0.14,1091.329956
0.49,0.6,25/03/04,0.36,0.2,1109.189941
0.7,0.63,26/03/04,0.75,0.42,1108.060059
0.79,0.72,29/03/04,0.99,0.56,1122.469971
0.83,0.65,30/03/04,1,0.42,1127
0.86,0.76,31/03/04,0.85,0.44,1126.209961
0.91,0.84,01/04/04,0.96,0.78,1132.170044
0.87,0.94,02/04/04,0.91,1,1141.810059
0.68,0.81,05/04/04,0.95,1,1150.569946
0.3,0.69,06/04/04,0.92,1,1148.160034
0.09,0.56,07/04/04,0.58,0.88,1140.530029
0.08,0.59,08/04/04,0.3,0.87,1139.319946
0.21,0.42,12/04/04,0.23,0.74,1145.199951
0.22,0.25,13/04/04,0.08,0.39,1129.439941
0.07,0.03,14/04/04,0.16,0.37,1128.170044
0.14,0.05,15/04/04,0.17,0.26,1128.839966
0.42,0.12,16/04/04,0.16,0.2,1134.609985
0.65,0.25,19/04/04,0.53,0.12,1135.819946
0.84,0.35,20/04/04,0.18,0.08,1118.150024
0.42,0.2,21/04/04,0.27,0.12,1124.089966
0.62,0.47,22/04/04,0.5,0.34,1139.930054
0.29,0.3,23/04/04,0.46,0.24,1140.599976
0.32,0.4,26/04/04,0.85,0.46,1135.530029
0.75,0.73,27/04/04,0.75,0.5,1138.109985
0.08,0.42,28/04/04,0.08,0.24,1122.410034
0.3,0.2,29/04/04,0.05,0.11,1113.890015
0.48,0.24,30/04/04,0.05,0.1,1107.300049
0.41,0.37,03/05/04,0.09,0.36,1117.48999
0.68,0.61,04/05/04,0.34,0.28,1119.550049
0.72,0.23,05/05/04,0.61,0.13,1121.530029
0.18,0.18,06/05/04,0.57,0.11,1113.98999
0,0,07/05/04,0.1,0.05,1098.699951
0,0,10/05/04,0.02,0,1087.119995
0.22,0.39,11/05/04,0.09,0.13,1095.449951
0.66,0.43,12/05/04,0.15,0.19,1097.280029
1,0.47,13/05/04,0.39,0.28,1096.439941
1,0.49,14/05/04,0.66,0.15,1095.699951
0.77,0.43,17/05/04,0.22,0.07,1084.099976
0.82,0.56,18/05/04,0.31,0.11,1091.48999
0.77,0.81,19/05/04,0.28,0.17,1088.680054
0.59,0.99,20/05/04,0.31,0.33,1089.189941
0.73,1,21/05/04,0.7,0.61,1093.560059
0.6,0.79,24/05/04,0.55,0.5,1095.410034
0.64,0.79,25/05/04,0.97,0.71,1113.050049
0.8,0.74,26/05/04,0.97,0.77,1114.939941
0.74,0.71,27/05/04,0.97,0.89,1121.280029
0.62,0.71,28/05/04,0.95,0.96,1120.680054
0.57,0.65,01/06/04,0.68,0.92,1121.199951
0.65,0.68,02/06/04,0.74,0.95,1124.98999
0.44,0.64,03/06/04,0.38,0.91,1116.640015
0.5,0.61,04/06/04,0.53,0.92,1122.5
0.64,0.7,07/06/04,0.89,0.97,1140.420044
0.49,0.62,08/06/04,0.85,0.91,1142.180054
0.59,0.56,09/06/04,0.79,0.72,1131.329956
0.49,0.44,10/06/04,0.77,0.7,1136.469971
0.22,0.38,14/06/04,0.19,0.61,1125.290039
0.43,0.49,15/06/04,0.27,0.68,1132.01001
0.48,0.41,16/06/04,0.54,0.65,1133.560059
0.73,0.64,17/06/04,0.4,0.72,1132.050049
0.89,0.67,18/06/04,0.74,0.71,1135.02002
0.61,0.48,21/06/04,0.48,0.33,1130.300049
0.53,0.46,22/06/04,0.51,0.36,1134.410034
0.67,0.66,23/06/04,0.78,0.73,1144.060059
0.73,0.8,24/06/04,0.61,0.61,1140.650024
0.51,0.77,25/06/04,0.56,0.66,1134.430054
0.79,0.67,28/06/04,0.45,0.52,1133.349976
0.28,0.56,29/06/04,0.27,0.55,1136.199951
0.38,0.65,30/06/04,0.47,0.65,1140.839966
0.47,0.49,01/07/04,0.32,0.37,1128.939941
0.28,0.44,02/07/04,0.27,0.37,1125.380005
0.35,0.44,06/07/04,0.11,0.22,1116.209961
0.23,0.35,07/07/04,0.1,0.17,1118.329956
0.28,0.25,08/07/04,0.13,0.1,1109.109985
0.29,0.3,09/07/04,0.23,0.21,1112.810059
0.38,0.26,12/07/04,0.48,0.24,1114.349976
0.37,0.37,13/07/04,0.44,0.22,1115.140015
0.53,0.29,14/07/04,0.6,0.15,1111.469971
0.61,0.37,15/07/04,0.35,0.21,1106.689941
0.83,0.52,16/07/04,0.22,0.21,1101.390015
0.51,0.46,19/07/04,0.2,0.34,1100.900024
0.54,0.52,20/07/04,0.45,0.4,1108.670044
0.51,0.57,21/07/04,0.23,0.35,1093.880005
0.09,0.35,22/07/04,0.42,0.33,1096.839966
0.23,0.37,23/07/04,0.2,0.17,1086.199951
0.11,0.31,26/07/04,0.1,0.12,1084.069946
0.19,0.36,27/07/04,0.59,0.33,1094.829956
0.53,0.29,28/07/04,0.54,0.42,1095.420044
0.82,0.37,29/07/04,0.84,0.56,1100.430054
0.91,0.54,30/07/04,0.89,0.6,1101.719971
0.65,0.41,02/08/04,0.78,0.56,1106.619995
0.89,0.44,03/08/04,0.64,0.7,1099.689941
0.32,0.62,04/08/04,0.5,0.61,1098.630005
0.19,0.51,05/08/04,0.1,0.49,1080.699951
0.06,0.35,06/08/04,0,0.27,1063.969971
0.08,0.32,09/08/04,0.01,0.13,1065.219971
0.49,0.61,10/08/04,0.14,0.33,1079.040039
0.41,0.33,11/08/04,0.4,0.19,1075.790039
0.6,0.2,12/08/04,0.55,0.02,1063.22998
0.56,0.25,13/08/04,0.57,0.02,1064.800049
0.47,0.38,16/08/04,0.58,0.25,1079.339966
0.89,0.68,17/08/04,0.69,0.29,1081.709961
0.96,0.76,18/08/04,0.99,0.8,1095.170044
0.93,0.88,19/08/04,0.96,0.88,1091.22998
0.87,0.9,20/08/04,0.87,0.94,1098.349976
0.61,0.74,23/08/04,0.8,0.82,1095.680054
0.52,0.83,24/08/04,0.58,0.83,1096.189941
0.59,0.88,25/08/04,0.8,0.96,1104.959961
0.41,0.86,26/08/04,0.71,0.95,1105.089966
0.45,0.73,27/08/04,0.81,0.87,1107.77002
0.39,0.57,30/08/04,0.62,0.81,1099.150024
0.5,0.59,31/08/04,0.53,0.7,1104.23999
0.88,0.79,01/09/04,0.57,0.77,1105.910034
0.84,0.69,02/09/04,0.8,0.85,1118.310059
0.92,0.71,03/09/04,0.88,0.84,1113.630005
0.94,0.83,07/09/04,0.89,0.87,1121.300049
0.34,0.68,08/09/04,0.77,0.72,1116.27002
0.3,0.64,09/09/04,0.5,0.74,1118.380005
0.27,0.63,10/09/04,0.76,0.79,1123.920044
0.22,0.76,13/09/04,0.63,0.88,1125.819946
0.23,0.5,14/09/04,0.8,0.85,1128.329956
0.24,0.3,15/09/04,0.55,0.71,1120.369995
0.55,0.46,16/09/04,0.46,0.57,1123.5
0.51,0.54,17/09/04,0.59,0.73,1128.550049
0.59,0.28,20/09/04,0.28,0.51,1122.199951
0.92,0.61,21/09/04,0.73,0.68,1129.300049
0.15,0.37,22/09/04,0.23,0.44,1113.560059
0.09,0.34,23/09/04,0.09,0.32,1108.359985
0.4,0.38,24/09/04,0.2,0.31,1110.109985
0.09,0.43,27/09/04,0.04,0.15,1103.52002
0.8,0.72,28/09/04,0.36,0.38,1110.060059
0.79,0.46,29/09/04,0.68,0.41,1114.800049
0.79,0.55,30/09/04,0.65,0.34,1114.579956
0.98,0.95,01/10/04,0.99,0.63,1131.5
0.97,0.95,04/10/04,0.94,0.57,1135.170044
0.95,0.92,05/10/04,0.92,0.84,1134.47998
0.91,0.96,06/10/04,0.97,0.95,1142.050049
0.05,0.78,07/10/04,0.4,0.82,1130.650024
0,0.61,08/10/04,0.13,0.79,1122.140015
0.01,0.26,11/10/04,0.19,0.65,1124.390015
0.01,0.29,12/10/04,0.06,0.53,1121.839966
0.03,0.18,13/10/04,0.11,0.4,1113.650024
0.09,0.03,14/10/04,0.11,0.06,1103.290039
0.35,0.02,15/10/04,0.13,0.08,1108.199951
0.48,0.1,18/10/04,0.27,0.16,1114.02002
0.53,0.09,19/10/04,0.22,0.01,1103.22998
0.34,0.09,20/10/04,0.52,0.09,1103.660034
0.67,0.42,21/10/04,0.41,0.28,1106.48999
0.65,0.6,22/10/04,0.12,0.07,1095.73999
0.31,0.47,25/10/04,0.27,0.1,1094.800049
0.94,0.69,26/10/04,0.74,0.45,1111.089966
0.96,0.95,27/10/04,0.92,0.88,1125.400024
0.83,0.84,28/10/04,0.99,0.84,1127.439941
0.89,0.76,29/10/04,1,0.79,1130.199951
0.82,0.82,01/11/04,0.92,0.95,1130.51001
0.64,0.97,02/11/04,0.68,0.93,1130.560059
0.98,0.97,03/11/04,0.87,0.98,1143.199951
1,0.98,04/11/04,0.97,1,1161.670044
0.99,0.99,05/11/04,1,1,1166.170044
0.28,0.79,08/11/04,0.98,0.98,1164.890015
0.12,0.6,09/11/04,0.9,0.95,1164.079956
0.04,0.75,10/11/04,0.56,0.93,1162.910034
0.13,0.92,11/11/04,0.69,0.97,1173.47998
0.96,0.96,12/11/04,0.87,0.97,1184.170044
0.94,0.86,15/11/04,0.89,0.96,1183.810059
0.26,0.19,16/11/04,0.76,0.87,1175.430054
0.68,0.36,17/11/04,0.68,0.75,1181.939941
0,0.06,18/11/04,0.44,0.69,1183.550049
0.02,0.25,19/11/04,0.17,0.51,1170.339966
0.32,0.31,22/11/04,0.54,0.59,1177.23999
0.11,0.5,23/11/04,0.31,0.6,1176.939941
0.95,0.6,24/11/04,0.38,0.53,1181.76001
0.99,0.3,26/11/04,0.75,0.42,1182.650024
0.93,0.44,29/11/04,0.52,0.38,1178.569946
0.42,0.66,30/11/04,0.32,0.41,1173.819946
0.77,0.75,01/12/04,0.68,0.55,1191.369995
0.21,0.88,02/12/04,0.65,0.5,1190.329956
0.11,0.85,03/12/04,0.76,0.77,1191.170044
0.23,0.54,06/12/04,0.81,0.55,1190.25
0,0.13,07/12/04,0.13,0.4,1177.069946
0.04,0.04,08/12/04,0.24,0.42,1182.810059
0.07,0.05,09/12/04,0.31,0.47,1189.23999
0.35,0.08,10/12/04,0.3,0.52,1188
0.78,0.33,13/12/04,0.9,0.8,1198.680054
0.92,0.08,14/12/04,0.88,0.53,1203.380005
0.94,0.49,15/12/04,0.79,0.63,1205.719971
0.64,0.4,16/12/04,0.76,0.52,1203.209961
0.26,0.4,17/12/04,0.24,0.37,1194.199951
0.35,0.77,20/12/04,0.18,0.68,1194.650024
0.21,0.93,21/12/04,0.39,0.78,1205.449951
0.81,0.96,22/12/04,0.56,0.72,1209.569946
0.73,0.75,23/12/04,0.78,0.77,1210.130005
0.45,0.49,27/12/04,0.64,0.37,1204.920044
0.42,0.48,28/12/04,0.6,0.45,1213.540039
0.12,0.19,29/12/04,0.49,0.39,1213.449951
0.43,0.53,30/12/04,0.48,0.45,1213.550049
0.63,0.75,31/12/04,0.56,0.65,1211.920044
0.19,0.3,03/01/05,0.11,0.36,1202.079956
0.07,0.07,04/01/05,0.01,0.11,1188.050049
0.06,0.02,05/01/05,0,0.07,1183.73999
0.06,0.06,06/01/05,0.03,0.08,1187.890015
0.13,0.09,07/01/05,0.1,0.1,1186.189941
0.55,0.09,10/01/05,0.45,0.08,1190.25
0.57,0.1,11/01/05,0.33,0.01,1182.98999
0.59,0.09,12/01/05,0.38,0.07,1187.699951
0.65,0.1,13/01/05,0.19,0.01,1177.449951
0.66,0.25,14/01/05,0.25,0.15,1184.52002
0.81,0.8,18/01/05,0.76,0.42,1195.97998
0.75,0.83,19/01/05,0.3,0.3,1184.630005
0.34,0.55,20/01/05,0.32,0.21,1175.410034
0.42,0.59,21/01/05,0.09,0.15,1167.869995
0.23,0.52,24/01/05,0,0.08,1163.75
0.24,0.56,25/01/05,0.11,0.22,1168.410034
0.6,0.57,26/01/05,0.39,0.24,1174.069946
0.68,0.68,27/01/05,0.61,0.3,1174.550049
0.56,0.45,28/01/05,0.65,0.25,1171.359985
0.88,0.68,31/01/05,0.78,0.22,1181.27002
0.92,0.88,01/02/05,0.8,0.42,1189.410034
0.89,0.97,02/02/05,0.84,0.74,1193.189941
0.86,0.87,03/02/05,0.83,0.81,1189.890015
0.87,0.98,04/02/05,0.92,0.94,1203.030029
0.62,0.96,07/02/05,0.7,0.89,1201.719971
0.23,0.86,08/02/05,0.67,0.87,1202.300049
0.31,0.61,09/02/05,0.49,0.69,1191.98999
0.09,0.77,10/02/05,0.28,0.84,1197.01001
0.31,0.66,11/02/05,0.52,0.82,1205.300049
0.65,0.4,14/02/05,0.53,0.65,1206.140015
0.76,0.31,15/02/05,0.81,0.65,1210.119995
0.71,0.59,16/02/05,0.74,0.74,1210.339966
0.48,0.17,17/02/05,0.27,0.31,1200.75
0.18,0.11,18/02/05,0.26,0.34,1201.589966
0.22,0.28,22/02/05,0.02,0.16,1184.160034
0.11,0.15,23/02/05,0.06,0.32,1190.800049
0.18,0.36,24/02/05,0.42,0.37,1200.199951
0.86,0.65,25/02/05,0.67,0.42,1211.369995
0.79,0.46,28/02/05,0.88,0.28,1203.599976
0.8,0.18,01/03/05,0.89,0.36,1210.410034
0.51,0.16,02/03/05,0.68,0.34,1210.079956
0.15,0.16,03/03/05,0.39,0.55,1210.469971
0.81,0.94,04/03/05,0.83,0.77,1222.119995
0.86,0.89,07/03/05,0.75,0.94,1225.310059
0.55,0.81,08/03/05,0.63,0.87,1219.430054
0.27,0.3,09/03/05,0.27,0.47,1207.01001
0.01,0.03,10/03/05,0.13,0.29,1209.25
0.04,0.06,11/03/05,0.04,0.24,1200.079956
0.17,0.14,14/03/05,0.14,0.23,1206.829956
0.44,0.25,15/03/05,0.16,0.21,1197.75
0.4,0.11,16/03/05,0.06,0.08,1188.069946
0.33,0,17/03/05,0.17,0.01,1190.209961
0.4,0.03,18/03/05,0.08,0,1189.650024
0.26,0.11,21/03/05,0.13,0.01,1183.780029
0.51,0.21,22/03/05,0.1,0.02,1171.709961
0.24,0.16,23/03/05,0.08,0,1172.530029
0.4,0.33,24/03/05,0.08,0.07,1171.420044
0.51,0.3,28/03/05,0.22,0.05,1174.280029
0.36,0.16,29/03/05,0.27,0.06,1165.359985
0.74,0.48,30/03/05,0.65,0.27,1181.410034
0.62,0.56,31/03/05,0.67,0.27,1180.589966
0.62,0.46,01/04/05,0.41,0.21,1172.920044
0.71,0.54,04/04/05,0.74,0.29,1176.119995
0.7,0.66,05/04/05,0.49,0.62,1181.390015
0.72,0.89,06/04/05,0.56,0.66,1184.069946
0.74,0.75,07/04/05,0.9,0.8,1191.140015
0.57,0.63,08/04/05,0.59,0.56,1181.199951
0.32,0.59,11/04/05,0.49,0.74,1181.209961
0.23,0.46,12/04/05,0.58,0.53,1187.76001
0.28,0.46,13/04/05,0.1,0.3,1173.790039
0.17,0.19,14/04/05,0.08,0.28,1162.050049
0.12,0.13,15/04/05,0,0.05,1142.619995
0.21,0.13,18/04/05,0,0.03,1145.97998
0.4,0.19,19/04/05,0.09,0.1,1152.780029
0.56,0.13,20/04/05,0.07,0,1137.5
0.89,0.37,21/04/05,0.9,0.2,1159.949951
0.67,0.35,22/04/05,0.63,0.13,1152.119995
0.66,0.55,25/04/05,0.72,0.18,1162.099976
0.7,0.39,26/04/05,0.83,0.22,1151.829956
0.36,0.56,27/04/05,0.38,0.41,1156.380005
0.42,0.67,28/04/05,0.29,0.53,1143.219971
0.22,0.58,29/04/05,0.36,0.73,1156.849976
0.76,0.71,02/05/05,0.78,0.68,1162.160034
0.79,0.74,03/05/05,0.62,0.92,1161.170044
0.93,0.73,04/05/05,1,0.77,1175.650024
0.95,0.86,05/05/05,0.86,0.87,1172.630005
0.61,0.69,06/05/05,0.7,0.65,1171.349976
0.76,0.81,09/05/05,0.9,0.95,1178.839966
0.43,0.81,10/05/05,0.27,0.69,1166.219971
0.26,0.82,11/05/05,0.43,0.95,1171.109985
0.31,0.76,12/05/05,0.24,0.54,1159.359985
0.08,0.22,13/05/05,0.07,0.38,1154.050049
0.37,0.4,16/05/05,0.49,0.57,1165.689941
0.5,0.35,17/05/05,0.55,0.49,1173.800049
0.86,0.56,18/05/05,0.99,0.77,1185.560059
0.93,0.54,19/05/05,1,0.86,1191.079956
0.75,0.39,20/05/05,0.97,0.74,1189.280029
0.83,0.69,23/05/05,0.95,0.94,1193.859985
0.37,0.66,24/05/05,0.67,0.89,1194.069946
0.29,0.48,25/05/05,0.46,0.97,1190.01001
0.59,0.85,26/05/05,0.66,1,1197.619995
0.46,0.76,27/05/05,0.61,0.96,1198.780029
0.7,0.8,31/05/05,0.4,0.78,1191.5
0.96,0.69,01/06/05,0.77,0.74,1202.219971
0.77,0.69,02/06/05,0.62,0.71,1204.290039
0.74,0.78,03/06/05,0.37,0.58,1196.02002
0.46,0.54,06/06/05,0.6,0.53,1197.51001
0.64,0.88,07/06/05,0.32,0.52,1197.26001
0.24,0.69,08/06/05,0.23,0.54,1194.670044
0.2,0.44,09/06/05,0.57,0.51,1200.930054
0.42,0.49,10/06/05,0.49,0.42,1198.109985
0.12,0.45,13/06/05,0.53,0.62,1200.819946
0.84,0.47,14/06/05,0.71,0.47,1203.910034
0.91,0.7,15/06/05,0.59,0.47,1206.579956
0.87,0.69,16/06/05,0.79,0.71,1210.959961
0.99,0.91,17/06/05,0.85,0.79,1216.959961
0.42,0.33,20/06/05,0.75,0.78,1216.099976
0.14,0.58,21/06/05,0.6,0.78,1213.609985
0.14,0.64,22/06/05,0.46,0.66,1213.880005
0.04,0.56,23/06/05,0.15,0.43,1200.72998
0.08,0.27,24/06/05,0.06,0.22,1191.569946
0.25,0.15,27/06/05,0.07,0.19,1190.689941
0.56,0.24,28/06/05,0.21,0.29,1201.569946
0.58,0.27,29/06/05,0.43,0.21,1199.849976
0.84,0.12,30/06/05,0.46,0.14,1191.329956
0.85,0.38,01/07/05,0.57,0.17,1194.439941
0.99,0.91,05/07/05,0.53,0.27,1204.98999
0.91,0.88,06/07/05,0.33,0.19,1194.939941
0.41,0.45,07/07/05,0.66,0.37,1197.869995
1,0.99,08/07/05,0.89,0.87,1211.859985
0.95,1,11/07/05,0.84,0.96,1219.439941
0.77,0.93,12/07/05,0.98,0.89,1222.209961
0.76,0.66,13/07/05,0.96,0.9,1223.290039
0.06,0.72,14/07/05,0.83,0.98,1226.5
0,0.27,15/07/05,0.66,0.97,1227.920044
0.03,0.08,18/07/05,0.38,0.75,1221.130005
0.41,0.25,19/07/05,0.6,0.97,1229.349976
0.65,0.88,20/07/05,0.67,0.98,1235.199951
0.87,0.12,21/07/05,0.4,0.7,1227.040039
0.81,0.04,22/07/05,0.8,0.68,1233.680054
0.65,0.18,25/07/05,0.43,0.54,1229.030029
0.09,0.35,26/07/05,0.31,0.55,1231.160034
0.4,0.33,27/07/05,0.76,0.61,1236.790039
0.98,0.97,28/07/05,0.77,0.72,1243.719971
0.75,0.93,29/07/05,0.59,0.67,1234.180054
0.89,0.75,01/08/05,0.55,0.5,1235.349976
0.99,0.79,02/08/05,0.67,0.56,1244.119995
0.28,0.83,03/08/05,0.46,0.78,1245.040039
0.03,0.28,04/08/05,0.46,0.4,1235.859985
0.02,0.08,05/08/05,0.23,0.35,1226.420044
0.01,0.25,08/08/05,0.08,0.28,1223.130005
